first_name,last_name,full_name,phone_number,email_address,SN,region,unique_id,date_hired,address,gender,age,branch,branch_status,branch_head,dept,dept_status,dept_head,associate_training,senior_training,managerial_training,att_ytd,_06_Jan_23,comment06012023,input_location_06_Jan_23,_13_Jan_23,comment13012023,input_location_13_Jan_23,_20_Jan_23,comment20012023,input_location_20_Jan_23,_27_Jan_23,comment27012023,input_location_27_Jan_23,_03_Feb_23,comment03022023,input_location_03_Feb_23,_10_Feb_23,comment10022023,input_location_10_Feb_23,_17_Feb_23,comment17022023,input_location_17_Feb_23,_24_Feb_23,comment24022023,input_location_24_Feb_23,_03_Mar_23,comment03032023,input_location_03_Mar_23,_10_Mar_23,comment10032023,input_location_10_Mar_23,_17_Mar_23,comment17032023,input_location_17_Mar_23,_24_Mar_23,comment24032023,input_location_24_Mar_23,_31_Mar_23,comment31032023,input_location_31_Mar_23,_07_Apr_23,comment07042023,input_location_07_Apr_23,_14_Apr_23,comment14042023,input_location_14_Apr_23,_21_Apr_23,comment21042023,input_location_21_Apr_23,_28_Apr_23,comment28042023,input_location_28_Apr_23,_05_May_23,comment05052023,input_location_05_May_23,_12_May_23,comment12052023,input_location_12_May_23,_19_May_23,comment19052023,input_location_19_May_23,_26_May_23,comment26052023,input_location_26_May_23,_02_Jun_23,comment02062023,input_location_02_Jun_23,_09_Jun_23,comment09062023,input_location_09_Jun_23,_16_Jun_23,comment16062023,input_location_16_Jun_23,_23_Jun_23,comment23062023,input_location_23_Jun_23,_30_Jun_23,comment30062023,input_location_30_Jun_23,_07_Jul_23,comment07072023,input_location_07_Jul_23,_14_Jul_23,comment14072023,input_location_14_Jul_23,_21_Jul_23,comment21072023,input_location_21_Jul_23,_28_Jul_23,comment28072023,input_location_28_Jul_23,_04_Aug_23,comment04082023,input_location_04_Aug_23,_11_Aug_23,comment11082023,input_location_11_Aug_23,_18_Aug_23,comment18082023,input_location_18_Aug_23,_25_Aug_23,comment25082023,input_location_25_Aug_23,_01_Sep_23,comment01092023,input_location_01_Sep_23,_08_Sep_23,comment08092023,input_location_08_Sep_23,_15_Sep_23,comment15092023,input_location_15_Sep_23,_22_Sep_23,comment22092023,input_location_22_Sep_23,_29_Sep_23,comment29092023,input_location_29_Sep_23,_06_Oct_23,comment06102023,input_location_06_Oct_23,_13_Oct_23,comment13102023,input_location_13_Oct_23,_20_Oct_23,comment20102023,input_location_20_Oct_23,_27_Oct_23,comment27102023,input_location_27_Oct_23,_03_Nov_23,comment03112023,input_location_03_Nov_23,_10_Nov_23,comment10112023,input_location_10_Nov_23,_17_Nov_23,comment17112023,input_location_17_Nov_23,_24_Nov_23,comment24112023,input_location_24_Nov_23,_01_Dec_23,comment01122023,input_location_01_Dec_23,_08_Dec_23,comment08122023,input_location_08_Dec_23,_15_Dec_23,comment15122023,input_location_15_Dec_23,_22_Dec_23,comment22122023,input_location_22_Dec_23,_29_Dec_23,comment29122023,input_location_29_Dec_23
Eric,Brock,Eric Brock,1800180596,ericbrock@buymart.org,432,USA,BM-432-US,2023-01-07 00:00:00+00:00,22731 Green Pine,M,27,Louisiana,Branch Manager,Eric Brock,CustomerService,Staff,Amanda Rogers,done,done,done,61.11,Completed,,CustomerService USA,Completed,,CustomerService USA,Incomplete,,HR USA,Completed,,CustomerService USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Completed,,Louisiana USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Louisiana USA,Completed,,Louisiana USA,Incomplete,,Louisiana USA,Completed,,HR USA,Completed,,Louisiana USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Completed,,Louisiana USA,Completed,,CustomerService USA,Completed,,Louisiana USA,Incomplete,,Louisiana USA,Completed,,Louisiana USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Mitchell,Eric Mitchell,1800562817,ericmitchell@buymart.org,433,USA,BM-433-US,2023-01-07 00:00:00+00:00,6275 Blackburn Harbor Suite 298,M,35,California,Branch Worker,Alicia Jenkins,Technology,Staff,Alexander Page,,,,66.67,Completed,,HR USA,Incomplete,,Technology USA,Incomplete,,HR USA,Incomplete,,Technology USA,Completed,,California USA,Completed,,California USA,Completed,,California USA,Completed,,California USA,Completed,,California USA,Incomplete,,Technology USA,Incomplete,,Technology USA,Completed,,California USA,Completed,,Technology USA,Completed,,HR USA,Completed,,Technology USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Technology USA,Completed,,California USA,Completed,,California USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Schaefer,Eric Schaefer,1800956458,ericschaefer@buymart.org,434,USA,BM-434-US,2023-01-07 00:00:00+00:00,122 Mosley Wall,M,24,Illinois,Branch Worker,Candace Gonzalez,Merchandising,Staff,Brent Lozano,,,,66.67,Incomplete,,HR USA,Completed,,Merchandising USA,Incomplete,,HR USA,Completed,,Illinois USA,Incomplete,,Merchandising USA,Incomplete,,Illinois USA,Completed,,HR USA,Completed,,Illinois USA,Completed,,HR USA,Incomplete,,Illinois USA,Incomplete,,Merchandising USA,Completed,,Illinois USA,Incomplete,,Illinois USA,Completed,,HR USA,Completed,,HR USA,Completed,,Merchandising USA,Completed,,Illinois USA,Completed,,Merchandising USA,Completed,,HR USA,Completed,,Illinois USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Smith,Eric Smith,1800647503,ericsmith@buymart.org,435,USA,BM-435-US,2023-01-07 00:00:00+00:00,4539 Rebecca Isle Suite 016,M,37,Texas,Branch Worker,Alexander Coleman,DataAnalyst,Staff,Allison Arnold,done,,,50.0,Completed,,DataAnalyst USA,Completed,,Texas USA,Incomplete,,Texas USA,Incomplete,,HR USA,Incomplete,,Texas USA,Completed,,HR USA,Incomplete,,DataAnalyst USA,Incomplete,,HR USA,Incomplete,,Texas USA,Incomplete,,DataAnalyst USA,Completed,,Texas USA,Completed,,HR USA,Completed,,HR USA,Completed,,DataAnalyst USA,Completed,,DataAnalyst USA,Incomplete,,HR USA,Completed,,Texas USA,Completed,,Texas USA,Incomplete,,DataAnalyst USA,Completed,,HR USA,Completed,,DataAnalyst USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erika,Parker,Erika Parker,1800578226,erikaparker@buymart.org,436,USA,BM-436-US,2023-01-07 00:00:00+00:00,4556 Cantrell Ports Apt. 023,F,29,NewYork,Branch Worker,Amanda Rodgers,Product,Staff,Andrew Johns,done,,,44.44,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Product USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,NewYork USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,NewYork USA,Completed,,NewYork USA,Incomplete,,HR USA,Incomplete,,Product USA,Completed,,HR USA,Incomplete,,NewYork USA,Incomplete,,Product USA,Completed,,HR USA,Completed,,NewYork USA,Completed,,NewYork USA,Incomplete,,Product USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugene,Long,Eugene Long,1800447740,eugenelong@buymart.org,437,USA,BM-437-US,2023-01-07 00:00:00+00:00,3225 Johnson Circles Suite 987,M,26,Washington,Branch Worker,Anthony Jacobs,HumanResources,Staff,Amanda Castillo,done,,,50.0,Completed,,HumanResources USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Completed,,Washington USA,Incomplete,,Washington USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,Washington USA,Completed,,HR USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,Washington USA,Completed,,HumanResources USA,Incomplete,,Washington USA,Completed,,HR USA,Incomplete,,Washington USA,Completed,,HR USA,Incomplete,,HumanResources USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith,Kennedy,Faith Kennedy,1800793070,faithkennedy@buymart.org,438,USA,BM-438-US,2023-01-07 00:00:00+00:00,6512 Kimberly Cove Apt. 922,F,31,Washington,Branch Worker,Anthony Jacobs,CustomerService,Staff,Amanda Rogers,done,,,44.44,Completed,,CustomerService USA,Incomplete,,Washington USA,Completed,,CustomerService USA,Completed,,Washington USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,CustomerService USA,Completed,,CustomerService USA,Completed,,Washington USA,Completed,,Washington USA,Incomplete,,Washington USA,Completed,,HR USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Incomplete,,Washington USA,Incomplete,,CustomerService USA,Completed,,Washington USA,Incomplete,,Washington USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felicia,Anderson,Felicia Anderson,1800847983,feliciaanderson@buymart.org,439,USA,BM-439-US,2023-01-07 00:00:00+00:00,97269 William Lakes,F,35,Texas,Branch Worker,Alexander Coleman,Technology,Staff,Alexander Page,,,,55.56,Completed,,Technology USA,Completed,,Technology USA,Completed,,Technology USA,Incomplete,,Texas USA,Incomplete,,Texas USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Texas USA,Completed,,Technology USA,Completed,,Texas USA,Incomplete,,HR USA,Completed,,Technology USA,Completed,,HR USA,Completed,,Technology USA,Incomplete,,Texas USA,Incomplete,,Texas USA,Completed,,Technology USA,Completed,,Technology USA,Incomplete,,HR USA,Completed,,Technology USA,Completed,,Technology USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,Garcia,Francis Garcia,1800365061,francisgarcia@buymart.org,440,USA,BM-440-US,2023-01-07 00:00:00+00:00,7613 Melissa Gardens,M,26,Tennessee,Branch Worker,Brandon Ray,UserExperience,Staff,Abigail Johnson,done,,,66.67,Completed,,Tennessee USA,Incomplete,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,Tennessee USA,Completed,,HR USA,Completed,,Tennessee USA,Incomplete,,HR USA,Completed,,UserExperience USA,Completed,,HR USA,Completed,,Tennessee USA,Incomplete,,Tennessee USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,UserExperience USA,Completed,,HR USA,Completed,,HR USA,Completed,,Tennessee USA,Incomplete,,UserExperience USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,UserExperience USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gail,Gates,Gail Gates,1800849765,gailgates@buymart.org,441,USA,BM-441-US,2023-01-07 00:00:00+00:00,332 Cooley Brook,F,52,California,Branch Worker,Alicia Jenkins,Merchandising,Staff,Brent Lozano,,,,44.44,Incomplete,,California USA,Incomplete,,California USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Merchandising USA,Completed,,Merchandising USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,California USA,Completed,,HR USA,Completed,,Merchandising USA,Incomplete,,California USA,Completed,,California USA,Incomplete,,California USA,Incomplete,,California USA,Incomplete,,HR USA,Completed,,California USA,Completed,,Merchandising USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary,Wood,Gary Wood,1800559205,garywood@buymart.org,442,USA,BM-442-US,2023-01-07 00:00:00+00:00,15653 Lopez Extension Apt. 891,M,27,Illinois,Branch Worker,Candace Gonzalez,Merchandising,Staff,Brent Lozano,done,,,72.22,Incomplete,,Illinois USA,Completed,,Merchandising USA,Incomplete,,HR USA,Completed,,Illinois USA,Completed,,Illinois USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Merchandising USA,Incomplete,,Merchandising USA,Completed,,HR USA,Incomplete,,Illinois USA,Completed,,Illinois USA,Completed,,Illinois USA,Completed,,Illinois USA,Completed,,Merchandising USA,Completed,,HR USA,Incomplete,,Merchandising USA,Incomplete,,Illinois USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George,Flores,George Flores,1800401682,georgeflores@buymart.org,443,USA,BM-443-US,2023-01-07 00:00:00+00:00,1639 Silva Station Apt. 695,M,33,Texas,Branch Worker,Alexander Coleman,Merchandising,Staff,Brent Lozano,,,,44.44,Completed,,HR USA,Incomplete,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Texas USA,Completed,,Texas USA,Incomplete,,HR USA,Incomplete,,Texas USA,Incomplete,,Merchandising USA,Incomplete,,Texas USA,Completed,,Merchandising USA,Incomplete,,Texas USA,Incomplete,,Merchandising USA,Completed,,HR USA,Completed,,Texas USA,Incomplete,,HR USA,Incomplete,,Merchandising USA,Completed,,Texas USA,Completed,,Merchandising USA,Incomplete,,Merchandising USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,Ross,Glenn Ross,1800519523,glennross@buymart.org,444,USA,BM-444-US,2023-01-07 00:00:00+00:00,35854 Mitchell Mission,M,24,California,Branch Worker,Alicia Jenkins,Technology,Staff,Alexander Page,,,,55.56,Incomplete,,Technology USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Technology USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,California USA,Incomplete,,California USA,Incomplete,,Technology USA,Incomplete,,California USA,Completed,,Technology USA,Completed,,Technology USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,California USA,Completed,,Technology USA,Completed,,Technology USA,Completed,,HR USA,Completed,,California USA,Completed,,Technology USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory,Brown,Gregory Brown,1800802145,gregorybrown@buymart.org,445,USA,BM-445-US,2023-01-07 00:00:00+00:00,924 Christopher Overpass Suite 684,M,55,Delaware,Branch Manager,Gregory Brown,CustomerService,Staff,Amanda Rogers,done,done,done,77.78,Completed,,CustomerService USA,Completed,,Delaware USA,Completed,,HR USA,Completed,,Delaware USA,Completed,,HR USA,Incomplete,,Delaware USA,Completed,,CustomerService USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Delaware USA,Completed,,Delaware USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,Delaware USA,Completed,,Delaware USA,Completed,,CustomerService USA,Incomplete,,HR USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory,Howard,Gregory Howard,1800368104,gregoryhoward@buymart.org,446,USA,BM-446-US,2023-01-07 00:00:00+00:00,0455 Velazquez Station Apt. 416,M,40,Arizona,Branch Worker,Amy Dickerson,Merchandising,Staff,Brent Lozano,,,,66.67,Completed,,Arizona USA,Completed,,Arizona USA,Completed,,Merchandising USA,Completed,,Arizona USA,Incomplete,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,HR USA,Incomplete,,Merchandising USA,Completed,,Arizona USA,Completed,,HR USA,Completed,,Merchandising USA,Completed,,Arizona USA,Incomplete,,Arizona USA,Completed,,HR USA,Incomplete,,Merchandising USA,Completed,,HR USA,Completed,,HR USA,Completed,,Arizona USA,Incomplete,,HR USA,Completed,,Arizona USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory,Martin,Gregory Martin,1800190504,gregorymartin@buymart.org,447,USA,BM-447-US,2023-01-07 00:00:00+00:00,40945 Lowery Cove Suite 441,M,55,Georgia,Branch Worker,Brian Arnold,Technology,Staff,Alexander Page,,,,55.56,Completed,,HR USA,Completed,,Georgia USA,Completed,,Technology USA,Incomplete,,Georgia USA,Incomplete,,Georgia USA,Incomplete,,Technology USA,Incomplete,,Georgia USA,Completed,,Georgia USA,Incomplete,,Georgia USA,Completed,,Georgia USA,Completed,,Technology USA,Completed,,Technology USA,Completed,,Technology USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Technology USA,Incomplete,,Technology USA,Completed,,Georgia USA,Incomplete,,Georgia USA,Completed,,Technology USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory,Raymond,Gregory Raymond,1800700819,gregoryraymond@buymart.org,448,USA,BM-448-US,2023-01-07 00:00:00+00:00,421 Tanner Estate,M,46,Texas,Branch Worker,Alexander Coleman,HumanResources,Staff,Amanda Castillo,,,,33.33,Incomplete,,HR USA,Completed,,Texas USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Incomplete,,Texas USA,Completed,,HR USA,Incomplete,,HumanResources USA,Completed,,HumanResources USA,Incomplete,,Texas USA,Incomplete,,Texas USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Completed,,Texas USA,Completed,,Texas USA,Completed,,Texas USA,Incomplete,,HumanResources USA,Incomplete,,Texas USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory,Roman,Gregory Roman,1800590313,gregoryroman@buymart.org,449,USA,BM-449-US,2023-01-07 00:00:00+00:00,279 Smith Lane,M,40,Pennsylvania,Branch Worker,Alexis Hill,CustomerService,Staff,Amanda Rogers,,,,27.78,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,Pennsylvania USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Completed,,CustomerService USA,Incomplete,,Pennsylvania USA,Incomplete,,Pennsylvania USA,Incomplete,,Pennsylvania USA,Completed,,Pennsylvania USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Pennsylvania USA,Incomplete,,Pennsylvania USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haley,Gonzalez,Haley Gonzalez,1800270136,haleygonzalez@buymart.org,450,USA,BM-450-US,2023-01-07 00:00:00+00:00,745 Davis Isle,F,39,Virginia,Branch Worker,Alyssa Jackson,Merchandising,Staff,Brent Lozano,,,,38.89,Incomplete,,Virginia USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Merchandising USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Virginia USA,Incomplete,,Merchandising USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Merchandising USA,Incomplete,,HR USA,Completed,,Merchandising USA,Incomplete,,Virginia USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Virginia USA,Completed,,Merchandising USA,Completed,,Merchandising USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haley,Martinez,Haley Martinez,1800549729,haleymartinez@buymart.org,451,USA,BM-451-US,2023-01-07 00:00:00+00:00,7005 Jennifer Lodge,F,23,Tennessee,Branch Worker,Brandon Ray,UserExperience,Staff,Abigail Johnson,done,,,38.89,Completed,,Tennessee USA,Incomplete,,Tennessee USA,Completed,,Tennessee USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Tennessee USA,Incomplete,,Tennessee USA,Completed,,HR USA,Incomplete,,Tennessee USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Tennessee USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Tennessee USA,Incomplete,,Tennessee USA,Completed,,HR USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannah,Sanchez,Hannah Sanchez,1800643964,hannahsanchez@buymart.org,452,USA,BM-452-US,2023-01-07 00:00:00+00:00,1598 Becker Islands,F,41,Colorado,Branch Worker,Derek Lyons,DataAnalyst,Staff,Allison Arnold,,,,77.78,Completed,,Colorado USA,Completed,,HR USA,Incomplete,,Colorado USA,Completed,,Colorado USA,Completed,,DataAnalyst USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,Colorado USA,Completed,,DataAnalyst USA,Completed,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Completed,,DataAnalyst USA,Completed,,DataAnalyst USA,Completed,,Colorado USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,DataAnalyst USA,Completed,,DataAnalyst USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heather,Mcgrath,Heather Mcgrath,1800387406,heathermcgrath@buymart.org,453,USA,BM-453-US,2023-01-07 00:00:00+00:00,34288 James Circle,F,38,Missouri,Branch Worker,Hannah Kennedy,Merchandising,Staff,Brent Lozano,done,,,50.0,Incomplete,,Merchandising USA,Incomplete,,HR USA,Incomplete,,Merchandising USA,Incomplete,,HR USA,Incomplete,,Missouri USA,Completed,,HR USA,Completed,,Merchandising USA,Completed,,HR USA,Incomplete,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,Merchandising USA,Completed,,Missouri USA,Completed,,HR USA,Incomplete,,Merchandising USA,Completed,,HR USA,Incomplete,,Merchandising USA,Completed,,Missouri USA,Incomplete,,HR USA,Completed,,Merchandising USA,Completed,,Missouri USA,Incomplete,,Merchandising USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heather,Thomas,Heather Thomas,1800167810,heatherthomas@buymart.org,454,USA,BM-454-US,2023-01-07 00:00:00+00:00,931 Jackson Fields Suite 799,F,28,Texas,Branch Worker,Alexander Coleman,Product,Staff,Andrew Johns,done,,,50.0,Incomplete,,Product USA,Incomplete,,Product USA,Incomplete,,Product USA,Completed,,Texas USA,Completed,,Texas USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Texas USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Texas USA,Incomplete,,Texas USA,Incomplete,,Product USA,Completed,,HR USA,Completed,,HR USA,Completed,,Texas USA,Completed,,Texas USA,Incomplete,,Product USA,Completed,,HR USA,Incomplete,,Texas USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heidi,Haney,Heidi Haney,1800381572,heidihaney@buymart.org,455,USA,BM-455-US,2023-01-07 00:00:00+00:00,212 Mitchell Islands,F,21,NewYork,Branch Worker,Amanda Rodgers,UserExperience,Staff,Abigail Johnson,done,,,50.0,Completed,,HR USA,Incomplete,,HR USA,Completed,,UserExperience USA,Completed,,HR USA,Completed,,NewYork USA,Incomplete,,NewYork USA,Incomplete,,UserExperience USA,Completed,,HR USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,NewYork USA,Completed,,HR USA,Incomplete,,UserExperience USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,NewYork USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,Completed,,HR USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holly,Bennett,Holly Bennett,1800452301,hollybennett@buymart.org,456,USA,BM-456-US,2023-01-07 00:00:00+00:00,270 Nicole Pass Apt. 600,F,44,Virginia,Branch Worker,Alyssa Jackson,Marketing,Staff,Anthony Soto,done,,,38.89,Completed,,Virginia USA,Completed,,HR USA,Completed,,Marketing USA,Incomplete,,Virginia USA,Incomplete,,HR USA,Completed,,Marketing USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,HR USA,Incomplete,,Virginia USA,Incomplete,,HR USA,Completed,,Marketing USA,Incomplete,,Virginia USA,Completed,,Marketing USA,Incomplete,,Virginia USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,Marketing USA,Completed,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian,Garcia,Ian Garcia,1800932115,iangarcia@buymart.org,457,USA,BM-457-US,2023-01-07 00:00:00+00:00,662 Jones Crest Apt. 631,M,46,NewJersey,Branch Worker,Andrea Mccoy,DataAnalyst,Staff,Allison Arnold,done,,,44.44,Incomplete,,HR USA,Incomplete,,NewJersey USA,Completed,,DataAnalyst USA,Incomplete,,HR USA,Incomplete,,NewJersey USA,Completed,,DataAnalyst USA,Completed,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,NewJersey USA,Incomplete,,NewJersey USA,Incomplete,,NewJersey USA,Completed,,HR USA,Completed,,DataAnalyst USA,Completed,,NewJersey USA,Incomplete,,DataAnalyst USA,Incomplete,,NewJersey USA,Completed,,DataAnalyst USA,Incomplete,,NewJersey USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
